Subject Id,Visit,LabRecordID,Study Identifier,Domain Abbreviation,Project Unique Identifier,Cohort,Subject Identification,Pool Identifier,Group Identifier,Specimen Identifier,Sponsor-Defined Identifier,Lab Test or Examination Short Name,Lab Test or Examination Name,Category for Lab Test,Subcategory for Lab Test,Result or Findings as Collected,Unit of the Original Result,Reference Range Lower Limit-Orig Unit,Reference Range Upper Limit-Orig Unit,Standardized Result in Character Format,Standardized Result in Numeric Format,Unit of the Standardized Result,Reference Range Lower Limit-Std Unit,Reference Range Upper Limit-Std Unit,Reference Range for Char Rslt-Std Unit,Reference Range Indicator,Completion Status,Reason Not Done,Laboratory Name,Specimen Material Type,Anatomical Region of Specimen,Specimen Condition,Specimen Usability for the Test,Specimen Collection Location,Specimen Laterality within Subject,Specimen Directionality within Subject,Portion or Totality,Method of Test or Examination,Baseline Flag,Fasting Status,Derived Flag,Toxicity,Standard Toxicity Grade,Exclusion Flag,Reason for Exclusion,Unscheduled Flag,Planned Study Day of Collection,Date/Time of Specimen Collection,End Date/Time of Specimen Collection,Study Day of Specimen Collection,Study Day of End of Specimen Collection,Nominal Study Day for Tabulations,Label for Nominal Study Day,Planned Time Point Name,Planned Time Point Number,Planned Elapsed Time from Time Point Ref,Time Point Reference,Date/Time of Reference Time Point
N150b110,LB,N150b110_146_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-25,2012-06-25,146,146,1,Week 18,,,,,
N150b110,LB,N150b110_149_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,149,149,1,Week 18,,,,,
N150b110,LB,N150b110_149_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,149,149,1,Week 18,,,,,
N150b110,LB,N150b110_153_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,153,153,1,Week 19,,,,,
N150b110,LB,N150b110_153_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,153,153,1,Week 19,,,,,
N150b110,LB,N150b110_156_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,156,156,1,Week 19,,,,,
N150b110,LB,N150b110_156_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,156,156,1,Week 19,,,,,
N150b110,LB,N150b110_163_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-12,2012-07-12,163,163,1,Week 20,,,,,
N150b110,LB,N150b110_163_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-12,2012-07-12,163,163,1,Week 20,,,,,
N150b110,LB,N150b110_170_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-19,2012-07-19,170,170,1,Week 21,,,,,
N150b110,LB,N150b110_170_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-19,2012-07-19,170,170,1,Week 21,,,,,
N150b110,LB,N150b110_177_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-26,2012-07-26,177,177,1,Week 22,,,,,
N150b110,LB,N150b110_177_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-26,2012-07-26,177,177,1,Week 22,,,,,
N150b110,LB,N150b110_184_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-02,2012-08-02,184,184,1,Week 23,,,,,
N150b110,LB,N150b110_184_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-02,2012-08-02,184,184,1,Week 23,,,,,
N150b110,LB,N150b110_191_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-09,2012-08-09,191,191,1,Week 24,,,,,
N150b110,LB,N150b110_191_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-09,2012-08-09,191,191,1,Week 24,,,,,
N150b110,LB,N150b110_198_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-16,2012-08-16,198,198,1,Week 25,,,,,
N150b110,LB,N150b110_198_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-16,2012-08-16,198,198,1,Week 25,,,,,
N150b110,LB,N150b110_205_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-23,2012-08-23,205,205,1,Week 26,,,,,
N150b110,LB,N150b110_205_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-23,2012-08-23,205,205,1,Week 26,,,,,
N150b110,LB,N150b110_212_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis A,Tumor Volume Measurement,,,,mm,,,,,mm,,,,,NOT DONE,FOUND DEAD,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-30,2012-08-30,212,212,1,Week 27,,,,,
N150b110,LB,N150b110_212_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,110,,,,,Axis B,Tumor Volume Measurement,,,,mm,,,,,mm,,,,,NOT DONE,FOUND DEAD,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-08-30,2012-08-30,212,212,1,Week 27,,,,,
N150b111,LB,N150b111_44_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 1,,,,,
N150b111,LB,N150b111_44_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-03-15,2012-03-15,44,44,1,Week 1,,,,,
N150b111,LB,N150b111_48_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 1,,,,,
N150b111,LB,N150b111_48_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,48,48,1,Week 1,,,,,
N150b111,LB,N150b111_51_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 2,,,,,
N150b111,LB,N150b111_51_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,51,51,1,Week 2,,,,,
N150b111,LB,N150b111_55_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 2,,,,,
N150b111,LB,N150b111_55_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,55,55,1,Week 2,,,,,
N150b111,LB,N150b111_58_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 3,,,,,
N150b111,LB,N150b111_58_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-29,2012-03-29,58,58,1,Week 3,,,,,
N150b111,LB,N150b111_62_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 3,,,,,
N150b111,LB,N150b111_62_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-02,2012-04-02,62,62,1,Week 3,,,,,
N150b111,LB,N150b111_65_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 4,,,,,
N150b111,LB,N150b111_65_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-05,2012-04-05,65,65,1,Week 4,,,,,
N150b111,LB,N150b111_69_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 4,,,,,
N150b111,LB,N150b111_69_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-09,2012-04-09,69,69,1,Week 4,,,,,
N150b111,LB,N150b111_72_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 5,,,,,
N150b111,LB,N150b111_72_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-12,2012-04-12,72,72,1,Week 5,,,,,
N150b111,LB,N150b111_76_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 5,,,,,
N150b111,LB,N150b111_76_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-16,2012-04-16,76,76,1,Week 5,,,,,
N150b111,LB,N150b111_79_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 6,,,,,
N150b111,LB,N150b111_79_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-19,2012-04-19,79,79,1,Week 6,,,,,
N150b111,LB,N150b111_83_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 6,,,,,
N150b111,LB,N150b111_83_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-23,2012-04-23,83,83,1,Week 6,,,,,
N150b111,LB,N150b111_86_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 7,,,,,
N150b111,LB,N150b111_86_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-26,2012-04-26,86,86,1,Week 7,,,,,
N150b111,LB,N150b111_90_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 7,,,,,
N150b111,LB,N150b111_90_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-04-30,2012-04-30,90,90,1,Week 7,,,,,
N150b111,LB,N150b111_93_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,93,93,1,Week 8,,,,,
N150b111,LB,N150b111_93_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-03,2012-05-03,93,93,1,Week 8,,,,,
N150b111,LB,N150b111_97_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,97,97,1,Week 8,,,,,
N150b111,LB,N150b111_97_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-07,2012-05-07,97,97,1,Week 8,,,,,
N150b111,LB,N150b111_100_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 9,,,,,
N150b111,LB,N150b111_100_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-10,2012-05-10,100,100,1,Week 9,,,,,
N150b111,LB,N150b111_104_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,104,104,1,Week 9,,,,,
N150b111,LB,N150b111_104_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,104,104,1,Week 9,,,,,
N150b111,LB,N150b111_108_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,108,108,1,Week 10,,,,,
N150b111,LB,N150b111_108_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,108,108,1,Week 10,,,,,
N150b111,LB,N150b111_111_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,111,111,1,Week 10,,,,,
N150b111,LB,N150b111_111_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,111,111,1,Week 10,,,,,
N150b111,LB,N150b111_114_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,114,114,1,Week 11,,,,,
N150b111,LB,N150b111_114_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,114,114,1,Week 11,,,,,
N150b111,LB,N150b111_120_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,120,120,1,Week 11,,,,,
N150b111,LB,N150b111_120_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,120,120,1,Week 11,,,,,
N150b111,LB,N150b111_125_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,125,125,1,Week 12,,,,,
N150b111,LB,N150b111_125_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,125,125,1,Week 12,,,,,
N150b111,LB,N150b111_128_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,128,128,1,Week 13,,,,,
N150b111,LB,N150b111_128_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,128,128,1,Week 13,,,,,
N150b111,LB,N150b111_132_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,132,132,1,Week 13,,,,,
N150b111,LB,N150b111_132_2,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis B,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,132,132,1,Week 13,,,,,
N150b111,LB,N150b111_135_1,"Xeno Nimo Hypox,FaDu",LB,N150,b,111,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-14,2012-06-14,135,135,1,Week 14,,,,,
